,Province,date,numconf,numprob,numdeaths,numtotal,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
2139,NU,2020-07-27,0,0.0,0.0,0,33187.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,CAN,2020-07-27,114584,13.0,8921.0,114597,110196.0,686,0.6,301.53,23.47,11.0,7.78,5.08,5816.0,15.3,6442.0,16.95,116.0,0.31,3473.0,9.14,43.0,0.11,496.0,1.31,6.0,0.02
2142,BC,2020-07-28,3523,0.0,194.0,3523,49267.0,23,0.66,68.44,3.77,1.0,5.51,7.18,253.0,4.91,395.0,7.67,5.0,0.1,195.0,3.79,5.0,0.1,28.0,0.54,1.0,0.01
2143,AB,2020-07-28,10470,0.0,187.0,10470,147098.0,80,0.77,236.78,4.23,1.0,1.79,13.34,1397.0,31.59,1558.0,35.23,24.0,0.54,742.0,16.78,15.0,0.34,106.0,2.4,2.0,0.05
2144,SK,2020-07-28,1218,0.0,17.0,1218,77952.0,9,0.74,103.34,1.44,1.0,1.4,24.14,294.0,24.94,342.0,29.02,2.0,0.17,248.0,21.04,2.0,0.17,35.0,3.01,0.0,0.02
2145,MB,2020-07-28,391,14.0,8.0,405,62831.0,5,1.25,29.36,0.58,1.0,1.98,19.26,78.0,5.66,75.0,5.44,1.0,0.07,39.0,2.83,1.0,0.07,6.0,0.4,0.0,0.01
2146,ON,2020-07-28,38910,0.0,2788.0,38910,130526.0,111,0.29,264.08,18.92,4.0,7.17,4.0,1555.0,10.55,1960.0,13.3,50.0,0.34,968.0,6.57,15.0,0.1,138.0,0.94,2.0,0.01
2147,QC,2020-07-28,58897,0.0,5670.0,58897,121524.0,169,0.29,686.88,66.13,3.0,9.63,3.97,2341.0,27.3,2167.0,25.27,37.0,0.43,1101.0,12.84,12.0,0.14,157.0,1.83,2.0,0.02
2148,NL,2020-07-28,266,0.0,3.0,266,69505.0,0,0.0,50.95,0.57,0.0,1.13,1.5,4.0,0.77,4.0,0.77,0.0,0.0,3.0,0.57,0.0,0.0,0.0,0.08,0.0,0.0
2149,NB,2020-07-28,170,0.0,2.0,170,65836.0,0,0.0,21.75,0.26,0.0,1.18,1.76,3.0,0.38,3.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,NS,2020-07-28,1067,0.0,63.0,1067,78464.0,0,0.0,108.95,6.43,0.0,5.9,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,PEI,2020-07-28,36,0.0,0.0,36,118547.0,0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,YT,2020-07-28,14,0.0,0.0,14,37049.0,0,0.0,33.29,0.0,0.0,0.0,21.43,3.0,7.13,3.0,7.13,0.0,0.0,1.0,2.38,0.0,0.0,0.0,0.34,0.0,0.0
2153,NT,2020-07-28,5,0.0,0.0,5,67691.0,0,0.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,NU,2020-07-28,0,0.0,0.0,0,33314.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,CAN,2020-07-28,114980,14.0,8932.0,114994,111491.0,397,0.35,302.57,23.5,11.0,7.77,5.16,5928.0,15.6,6508.0,17.12,119.0,0.31,3297.0,8.68,50.0,0.13,471.0,1.24,7.0,0.02
2157,BC,2020-07-29,3562,0.0,194.0,3562,49593.0,39,1.11,69.2,3.77,0.0,5.45,7.27,259.0,5.03,413.0,8.02,5.0,0.1,200.0,3.89,5.0,0.1,29.0,0.56,1.0,0.01
2158,AB,2020-07-29,10603,0.0,190.0,10603,148886.0,133,1.27,239.79,4.3,3.0,1.79,13.49,1430.0,32.34,1609.0,36.39,27.0,0.61,742.0,16.78,16.0,0.36,106.0,2.4,2.0,0.05
2159,SK,2020-07-29,1268,0.0,17.0,1268,78692.0,50,4.11,107.58,1.44,0.0,1.34,25.39,322.0,27.32,387.0,32.83,2.0,0.17,238.0,20.19,2.0,0.17,34.0,2.88,0.0,0.02
2160,MB,2020-07-29,393,14.0,8.0,407,63368.0,2,0.49,29.51,0.58,0.0,1.97,18.18,74.0,5.37,77.0,5.58,1.0,0.07,33.0,2.39,1.0,0.07,5.0,0.34,0.0,0.01
2161,ON,2020-07-29,38986,0.0,2789.0,38986,131702.0,76,0.2,264.6,18.93,1.0,7.15,3.73,1456.0,9.88,1934.0,13.13,37.0,0.25,879.0,5.97,14.0,0.1,126.0,0.85,2.0,0.01
2162,QC,2020-07-29,59009,0.0,5672.0,59009,122986.0,112,0.19,688.19,66.15,2.0,9.61,4.15,2451.0,28.58,2150.0,25.07,36.0,0.42,1071.0,12.49,10.0,0.12,153.0,1.78,1.0,0.02
2163,NL,2020-07-29,266,0.0,3.0,266,70178.0,0,0.0,50.95,0.57,0.0,1.13,1.5,4.0,0.77,4.0,0.77,0.0,0.0,2.0,0.38,0.0,0.0,0.0,0.05,0.0,0.0
2164,NB,2020-07-29,170,0.0,2.0,170,66175.0,0,0.0,21.75,0.26,0.0,1.18,1.76,3.0,0.38,2.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,NS,2020-07-29,1067,0.0,64.0,1067,78688.0,0,0.0,108.95,6.53,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.01
2166,PEI,2020-07-29,36,0.0,0.0,36,119067.0,0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,YT,2020-07-29,14,0.0,0.0,14,37168.0,0,0.0,33.29,0.0,0.0,0.0,21.43,3.0,7.13,3.0,7.13,0.0,0.0,1.0,2.38,0.0,0.0,0.0,0.34,0.0,0.0
2168,NT,2020-07-29,5,0.0,0.0,5,68134.0,0,0.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,NU,2020-07-29,0,0.0,0.0,0,34305.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,CAN,2020-07-29,115392,14.0,8939.0,115406,112598.0,412,0.36,303.66,23.52,7.0,7.75,5.2,6002.0,15.79,6579.0,17.31,109.0,0.29,3166.0,8.33,49.0,0.13,452.0,1.19,7.0,0.02
2172,BC,2020-07-30,3591,0.0,194.0,3591,50059.0,29,0.81,69.76,3.77,0.0,5.4,6.74,242.0,4.7,421.0,8.18,5.0,0.1,199.0,3.87,4.0,0.08,28.0,0.55,1.0,0.01
2173,AB,2020-07-30,10716,0.0,195.0,10716,150919.0,113,1.07,242.34,4.41,5.0,1.82,13.14,1408.0,31.84,1602.0,36.23,30.0,0.68,741.0,16.76,19.0,0.43,106.0,2.39,3.0,0.06
2174,SK,2020-07-30,1306,0.0,18.0,1306,79842.0,38,3.0,110.8,1.53,1.0,1.38,23.28,304.0,25.79,383.0,32.49,3.0,0.25,234.0,19.85,2.0,0.17,33.0,2.84,0.0,0.02
2175,MB,2020-07-30,395,14.0,8.0,409,63854.0,2,0.49,29.65,0.58,0.0,1.96,18.58,76.0,5.51,78.0,5.66,1.0,0.07,34.0,2.47,1.0,0.07,5.0,0.35,0.0,0.01
2176,ON,2020-07-30,39075,0.0,2792.0,39075,133556.0,89,0.23,265.2,18.95,3.0,7.15,3.52,1377.0,9.35,1912.0,12.98,35.0,0.24,865.0,5.87,17.0,0.12,124.0,0.84,2.0,0.02
2177,QC,2020-07-30,59131,0.0,5673.0,59131,124655.0,122,0.21,689.61,66.16,1.0,9.59,4.35,2572.0,30.0,2130.0,24.84,27.0,0.31,1051.0,12.26,11.0,0.13,150.0,1.75,2.0,0.02
2178,NL,2020-07-30,266,0.0,3.0,266,71204.0,0,0.0,50.95,0.57,0.0,1.13,1.5,4.0,0.77,4.0,0.77,0.0,0.0,2.0,0.38,0.0,0.0,0.0,0.05,0.0,0.0
2179,NB,2020-07-30,170,0.0,2.0,170,66515.0,0,0.0,21.75,0.26,0.0,1.18,1.18,2.0,0.26,2.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,NS,2020-07-30,1067,0.0,64.0,1067,79115.0,0,0.0,108.95,6.53,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.01
2181,PEI,2020-07-30,36,0.0,0.0,36,119950.0,0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,YT,2020-07-30,14,0.0,0.0,14,37192.0,0,0.0,33.29,0.0,0.0,0.0,21.43,3.0,7.13,3.0,7.13,0.0,0.0,1.0,2.38,0.0,0.0,0.0,0.34,0.0,0.0
2183,NT,2020-07-30,5,0.0,0.0,5,68510.0,0,0.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,NU,2020-07-30,0,0.0,0.0,0,34864.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,CAN,2020-07-30,115785,14.0,8949.0,115799,114083.0,393,0.34,304.69,23.55,10.0,7.73,5.17,5988.0,15.76,6535.0,17.19,102.0,0.27,3127.0,8.23,55.0,0.14,447.0,1.18,8.0,0.02
2187,BC,2020-07-31,3641,0.0,195.0,3641,50812.0,50,1.39,70.73,3.79,1.0,5.36,7.64,278.0,5.4,443.0,8.61,6.0,0.12,222.0,4.31,4.0,0.08,32.0,0.62,1.0,0.01
2188,AB,2020-07-31,10843,0.0,196.0,10843,152881.0,127,1.19,245.21,4.43,1.0,1.81,12.78,1386.0,31.34,1624.0,36.73,29.0,0.66,757.0,17.12,18.0,0.41,108.0,2.45,3.0,0.06
2189,SK,2020-07-31,1319,0.0,18.0,1319,81269.0,13,1.0,111.9,1.53,0.0,1.36,22.21,293.0,24.86,383.0,32.49,3.0,0.25,220.0,18.66,2.0,0.17,31.0,2.67,0.0,0.02
2190,MB,2020-07-31,401,14.0,8.0,415,64711.0,6,1.47,30.09,0.58,0.0,1.93,16.87,70.0,5.08,79.0,5.73,1.0,0.07,31.0,2.25,1.0,0.07,4.0,0.32,0.0,0.01
2191,ON,2020-07-31,39209,0.0,2795.0,39209,135434.0,134,0.34,266.11,18.97,3.0,7.13,3.42,1340.0,9.09,1935.0,13.13,29.0,0.2,804.0,5.46,17.0,0.12,115.0,0.78,2.0,0.02
2192,QC,2020-07-31,59312,0.0,5674.0,59312,126694.0,181,0.31,691.72,66.17,1.0,9.57,4.64,2752.0,32.09,2170.0,25.31,27.0,0.31,1069.0,12.47,11.0,0.13,153.0,1.78,2.0,0.02
2193,NL,2020-07-31,266,0.0,3.0,266,72143.0,0,0.0,50.95,0.57,0.0,1.13,1.5,4.0,0.77,4.0,0.77,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.03,0.0,0.0
2194,NB,2020-07-31,170,0.0,2.0,170,67037.0,0,0.0,21.75,0.26,0.0,1.18,1.18,2.0,0.26,2.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,NS,2020-07-31,1069,0.0,64.0,1069,79572.0,2,0.19,109.15,6.53,0.0,5.99,0.19,2.0,0.2,2.0,0.2,1.0,0.1,2.0,0.2,1.0,0.1,0.0,0.03,0.0,0.01
2196,PEI,2020-07-31,36,0.0,0.0,36,122136.0,0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,YT,2020-07-31,14,0.0,0.0,14,38024.0,0,0.0,33.29,0.0,0.0,0.0,21.43,3.0,7.13,1.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,NT,2020-07-31,5,0.0,0.0,5,69595.0,0,0.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,NU,2020-07-31,0,0.0,0.0,0,35118.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,CAN,2020-07-31,116298,14.0,8955.0,116312,115724.0,513,0.44,306.04,23.56,6.0,7.7,5.27,6130.0,16.13,6643.0,17.48,96.0,0.25,3106.0,8.17,54.0,0.14,444.0,1.17,8.0,0.02
2202,BC,2020-08-01,3641,0.0,195.0,3641,51401.0,0,0.0,70.73,3.79,0.0,5.36,7.64,278.0,5.4,443.0,8.61,6.0,0.12,222.0,4.31,4.0,0.08,32.0,0.62,1.0,0.01
2203,AB,2020-08-01,10843,0.0,196.0,10843,154779.0,0,0.0,245.21,4.43,0.0,1.81,12.78,1386.0,31.34,1624.0,36.73,29.0,0.66,757.0,17.12,18.0,0.41,108.0,2.45,3.0,0.06
2204,SK,2020-08-01,1334,0.0,18.0,1334,82799.0,15,1.14,113.18,1.53,0.0,1.35,19.64,262.0,22.23,393.0,33.34,3.0,0.25,198.0,16.8,2.0,0.17,28.0,2.4,0.0,0.02
2205,MB,2020-08-01,403,14.0,8.0,417,65802.0,2,0.48,30.23,0.58,0.0,1.92,17.27,72.0,5.22,80.0,5.8,1.0,0.07,29.0,2.1,1.0,0.07,4.0,0.3,0.0,0.01
2206,ON,2020-08-01,39333,0.0,2797.0,39333,137472.0,124,0.32,266.95,18.98,2.0,7.11,3.3,1299.0,8.82,1893.0,12.85,29.0,0.2,790.0,5.36,18.0,0.12,113.0,0.77,3.0,0.02
2207,QC,2020-08-01,59458,0.0,5678.0,59458,128612.0,146,0.25,693.42,66.22,4.0,9.55,4.87,2894.0,33.75,2158.0,25.17,24.0,0.28,1044.0,12.18,12.0,0.14,149.0,1.74,2.0,0.02
2208,NL,2020-08-01,266,0.0,3.0,266,72991.0,0,0.0,50.95,0.57,0.0,1.13,1.5,4.0,0.77,4.0,0.77,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.03,0.0,0.0
2209,NB,2020-08-01,170,0.0,2.0,170,67420.0,0,0.0,21.75,0.26,0.0,1.18,1.18,2.0,0.26,2.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,NS,2020-08-01,1069,0.0,64.0,1069,80038.0,0,0.0,109.15,6.53,0.0,5.99,0.19,2.0,0.2,2.0,0.2,1.0,0.1,2.0,0.2,1.0,0.1,0.0,0.03,0.0,0.01
2211,PEI,2020-08-01,36,0.0,0.0,36,123565.0,0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,YT,2020-08-01,14,0.0,0.0,14,38833.0,0,0.0,33.29,0.0,0.0,0.0,21.43,3.0,7.13,1.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,NT,2020-08-01,5,0.0,0.0,5,69928.0,0,0.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,NU,2020-08-01,0,0.0,0.0,0,35525.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,CAN,2020-08-01,116585,14.0,8961.0,116599,117374.0,287,0.25,306.8,23.58,6.0,7.69,5.32,6202.0,16.32,6600.0,17.37,93.0,0.24,3043.0,8.01,56.0,0.15,435.0,1.14,8.0,0.02
2217,BC,2020-08-02,3641,0.0,195.0,3641,51851.0,0,0.0,70.73,3.79,0.0,5.36,7.64,278.0,5.4,443.0,8.61,6.0,0.12,222.0,4.31,4.0,0.08,32.0,0.62,1.0,0.01
2218,AB,2020-08-02,10843,0.0,196.0,10843,157383.0,0,0.0,245.21,4.43,0.0,1.81,12.78,1386.0,31.34,1624.0,36.73,29.0,0.66,757.0,17.12,18.0,0.41,108.0,2.45,3.0,0.06
2219,SK,2020-08-02,1342,0.0,18.0,1342,84332.0,8,0.6,113.86,1.53,0.0,1.34,18.93,254.0,21.55,399.0,33.85,3.0,0.25,164.0,13.91,2.0,0.17,23.0,1.99,0.0,0.02
2220,MB,2020-08-02,421,14.0,8.0,435,67390.0,18,4.32,31.54,0.58,0.0,1.84,20.69,90.0,6.53,92.0,6.67,1.0,0.07,41.0,2.97,1.0,0.07,6.0,0.42,0.0,0.01
2221,ON,2020-08-02,39449,0.0,2798.0,39449,139731.0,116,0.29,267.74,18.99,1.0,7.09,3.28,1292.0,8.77,1845.0,12.52,27.0,0.18,769.0,5.22,15.0,0.1,110.0,0.75,2.0,0.01
2222,QC,2020-08-02,59599,0.0,5681.0,59599,130483.0,141,0.24,695.07,66.25,3.0,9.53,5.09,3032.0,35.36,2133.0,24.88,26.0,0.3,1016.0,11.85,14.0,0.16,145.0,1.69,2.0,0.02
2223,NL,2020-08-02,266,0.0,3.0,266,73602.0,0,0.0,50.95,0.57,0.0,1.13,1.5,4.0,0.77,4.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,NB,2020-08-02,170,0.0,2.0,170,67718.0,0,0.0,21.75,0.26,0.0,1.18,1.18,2.0,0.26,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,NS,2020-08-02,1071,0.0,64.0,1071,80487.0,2,0.19,109.36,6.53,0.0,5.98,0.37,4.0,0.41,4.0,0.41,1.0,0.1,4.0,0.41,1.0,0.1,1.0,0.06,0.0,0.01
2226,PEI,2020-08-02,36,0.0,0.0,36,124636.0,0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,YT,2020-08-02,14,0.0,0.0,14,39142.0,0,0.0,33.29,0.0,0.0,0.0,21.43,3.0,7.13,1.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,NT,2020-08-02,5,0.0,0.0,5,70348.0,0,0.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,NU,2020-08-02,0,0.0,0.0,0,35804.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,CAN,2020-08-02,116870,14.0,8965.0,116884,119172.0,285,0.24,307.55,23.59,4.0,7.67,5.43,6345.0,16.7,6546.0,17.22,93.0,0.24,2973.0,7.82,55.0,0.14,425.0,1.12,8.0,0.02
2232,BC,2020-08-03,3641,0.0,195.0,3641,52246.0,0,0.0,70.73,3.79,0.0,5.36,7.64,278.0,5.4,341.0,6.62,6.0,0.12,141.0,2.74,2.0,0.04,20.0,0.39,0.0,0.01
2233,AB,2020-08-03,10843,0.0,196.0,10843,159451.0,0,0.0,245.21,4.43,0.0,1.81,12.78,1386.0,31.34,1256.0,28.4,26.0,0.59,453.0,10.24,10.0,0.23,65.0,1.46,1.0,0.03
2234,SK,2020-08-03,1359,0.0,18.0,1359,86117.0,17,1.27,115.3,1.53,0.0,1.32,18.54,252.0,21.38,397.0,33.68,3.0,0.25,150.0,12.73,2.0,0.17,21.0,1.82,0.0,0.02
2235,MB,2020-08-03,428,14.0,8.0,442,68380.0,7,1.61,32.05,0.58,0.0,1.81,21.95,97.0,7.03,88.0,6.38,1.0,0.07,42.0,3.05,1.0,0.07,6.0,0.44,0.0,0.01
2236,ON,2020-08-03,39449,0.0,2798.0,39449,141797.0,0,0.0,267.74,18.99,0.0,7.09,3.28,1292.0,8.77,1710.0,11.61,26.0,0.18,650.0,4.41,14.0,0.1,93.0,0.63,2.0,0.01
2237,QC,2020-08-03,59722,0.0,5683.0,59722,132210.0,123,0.21,696.5,66.28,2.0,9.52,5.28,3153.0,36.77,2106.0,24.56,26.0,0.3,994.0,11.59,16.0,0.19,142.0,1.66,2.0,0.03
2238,NL,2020-08-03,266,0.0,3.0,266,74587.0,0,0.0,50.95,0.57,0.0,1.13,1.5,4.0,0.77,4.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,NB,2020-08-03,170,0.0,2.0,170,68033.0,0,0.0,21.75,0.26,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,NS,2020-08-03,1071,0.0,64.0,1071,80828.0,0,0.0,109.36,6.53,0.0,5.98,0.19,2.0,0.2,4.0,0.41,1.0,0.1,4.0,0.41,1.0,0.1,1.0,0.06,0.0,0.01
2241,PEI,2020-08-03,36,0.0,0.0,36,125801.0,0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,YT,2020-08-03,14,0.0,0.0,14,40141.0,0,0.0,33.29,0.0,0.0,0.0,21.43,3.0,7.13,1.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,NT,2020-08-03,5,0.0,0.0,5,70503.0,0,0.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,NU,2020-08-03,0,0.0,0.0,0,35804.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,CAN,2020-08-03,117017,14.0,8967.0,117031,120783.0,147,0.13,307.93,23.59,2.0,7.66,5.53,6467.0,17.02,5907.0,15.54,89.0,0.23,2434.0,6.4,46.0,0.12,348.0,0.91,7.0,0.02
2247,BC,2020-08-04,3787,0.0,195.0,3787,52608.0,146,4.01,73.57,3.79,0.0,5.15,8.42,319.0,6.2,459.0,8.92,6.0,0.12,264.0,5.13,1.0,0.02,38.0,0.73,0.0,0.0
2248,AB,2020-08-04,11146,0.0,201.0,11146,161019.0,303,2.79,252.06,4.55,5.0,1.8,10.69,1191.0,26.93,1418.0,32.07,29.0,0.66,676.0,15.29,14.0,0.32,97.0,2.18,2.0,0.05
2249,SK,2020-08-04,1368,0.0,18.0,1368,87110.0,9,0.66,116.06,1.53,0.0,1.32,18.49,253.0,21.46,398.0,33.77,3.0,0.25,150.0,12.73,1.0,0.08,21.0,1.82,0.0,0.01
2250,MB,2020-08-04,428,15.0,8.0,443,69249.0,1,0.23,32.12,0.58,0.0,1.81,21.22,94.0,6.82,77.0,5.58,1.0,0.07,38.0,2.76,0.0,0.0,5.0,0.39,0.0,0.0
2251,ON,2020-08-04,39628,0.0,2802.0,39628,143360.0,179,0.45,268.96,19.02,4.0,7.07,3.09,1225.0,8.31,1686.0,11.44,29.0,0.2,718.0,4.87,14.0,0.1,103.0,0.7,2.0,0.01
2252,QC,2020-08-04,59845,0.0,5685.0,59845,133400.0,123,0.21,697.94,66.3,2.0,9.5,5.47,3274.0,38.18,2049.0,23.9,27.0,0.31,948.0,11.06,15.0,0.17,135.0,1.58,2.0,0.02
2253,NL,2020-08-04,266,0.0,3.0,266,75087.0,0,0.0,50.95,0.57,0.0,1.13,1.13,3.0,0.57,3.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,NB,2020-08-04,170,0.0,2.0,170,68238.0,0,0.0,21.75,0.26,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,NS,2020-08-04,1071,0.0,64.0,1071,81048.0,0,0.0,109.36,6.53,0.0,5.98,0.19,2.0,0.2,4.0,0.41,1.0,0.1,4.0,0.41,1.0,0.1,1.0,0.06,0.0,0.01
2256,PEI,2020-08-04,36,0.0,0.0,36,127405.0,0,0.0,22.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,YT,2020-08-04,14,0.0,0.0,14,40640.0,0,0.0,33.29,0.0,0.0,0.0,21.43,3.0,7.13,1.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,NT,2020-08-04,5,0.0,0.0,5,71278.0,0,0.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,NU,2020-08-04,0,0.0,0.0,0,35957.0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,CAN,2020-08-04,117777,15.0,8978.0,117792,121977.0,761,0.65,309.94,23.62,11.0,7.62,5.4,6364.0,16.75,6095.0,16.04,96.0,0.25,2798.0,7.36,46.0,0.12,400.0,1.05,7.0,0.02
2262,BC,2020-08-05,3834,0.0,195.0,3834,52860.0,47,1.24,74.48,3.79,0.0,5.09,9.15,351.0,6.82,472.0,9.17,6.0,0.12,272.0,5.28,1.0,0.02,39.0,0.75,0.0,0.0
2263,AB,2020-08-05,11240,0.0,203.0,11240,162658.0,94,0.84,254.19,4.59,2.0,1.81,10.2,1146.0,25.92,1379.0,31.19,29.0,0.66,637.0,14.41,13.0,0.29,91.0,2.06,2.0,0.04
2264,SK,2020-08-05,1376,0.0,18.0,1376,87694.0,8,0.58,116.74,1.53,0.0,1.31,16.35,225.0,19.09,346.0,29.35,3.0,0.25,108.0,9.16,1.0,0.08,15.0,1.31,0.0,0.01
2265,MB,2020-08-05,429,15.0,8.0,444,70002.0,1,0.23,32.19,0.58,0.0,1.8,21.17,94.0,6.82,70.0,5.08,1.0,0.07,37.0,2.68,0.0,0.0,5.0,0.38,0.0,0.0
2266,ON,2020-08-05,39714,0.0,2802.0,39714,144661.0,86,0.22,269.54,19.02,0.0,7.06,2.93,1165.0,7.91,1607.0,10.91,27.0,0.18,728.0,4.94,13.0,0.09,104.0,0.71,2.0,0.01
2267,QC,2020-08-05,60000,0.0,5687.0,60000,134769.0,155,0.26,699.74,66.32,2.0,9.48,5.71,3427.0,39.97,2062.0,24.05,25.0,0.29,991.0,11.56,15.0,0.17,142.0,1.65,2.0,0.02
2268,NL,2020-08-05,266,0.0,3.0,266,75635.0,0,0.0,50.95,0.57,0.0,1.13,0.0,0.0,0.0,2.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
